voting_id,congressman_id,vote_type,attendance_status,session_id,period,with_majority
46878,130,1,0,41168,2024,1
46878,874,1,0,41168,2024,1
46878,924,1,0,41168,2024,1
46878,822,1,0,41168,2024,1
46878,958,1,0,41168,2024,1
46878,954,1,0,41168,2024,1
46878,947,1,0,41168,2024,1
46877,929,0,0,41168,2024,0
46877,851,0,0,41168,2024,0
46877,948,0,0,41168,2024,0
46877,772,0,0,41168,2024,0
46877,907,0,0,41168,2024,0
46877,969,0,0,41168,2024,0
46877,894,0,0,41168,2024,0
46877,915,0,0,41168,2024,0
46877,18,0,0,41168,2024,0
46877,891,0,0,41168,2024,0
46877,908,0,0,41168,2024,0
46877,791,0,0,41168,2024,0
46877,905,0,0,41168,2024,0
46877,934,0,0,41168,2024,0
46877,831,0,0,41168,2024,0
46877,30,0,0,41168,2024,0
46877,842,0,0,41168,2024,0
46877,31,0,0,41168,2024,0
